dia_semana;uf;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;condicao_metereologica;tracado_via
sabado;RJ;Ingestao de Alcool;Colisao traseira;Sem Vitimas;Plena Noite;Ceu Claro;Reta
domingo;RS;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Intersecao de vias
sabado;PI;Falta de Atencao Conducao;Colisao transversal;Sem Vitimas;Plena Noite;Chuva;Reta
sabado;SC;Velocidade Incompativel;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Garoa/Chuvisco;Nao Informado
domingo;PR;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Nublado;Reta
domingo;MG;Condutor Dormindo;Colisao com objeto estatico;Sem Vitimas;Plena Noite;Chuva;Nao Informado
sabado;AL;Velocidade Incompativel;Colisao com objeto estatico;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
sabado;PR;Ingestao de Alcool;Colisao traseira;Com Vitimas Feridas;Plena Noite;Chuva;Reta
sabado;RR;Ingestao de Alcool e/ou substancias psicoativas pelo pedestre;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Ceu Claro;Reta
sabado;MG;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Nao Informado
sabado;ES;Defeito Mecanico no Veiculo;Incendio;Sem Vitimas;Pleno dia;Ceu Claro;Reta
domingo;MG;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;Intersecao de vias
sabado;RS;Ingestao de Alcool;Colisao traseira;Sem Vitimas;Plena Noite;Nublado;Reta
domingo;SP;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite;Chuva;Reta
sabado;SC;Ingestao de Alcool;Colisao com objeto estatico;Sem Vitimas;Plena Noite;Chuva;Reta
sabado;MG;Avarias e/ou desgaste excessivo no pneu;Colisao com objeto estatico;Sem Vitimas;Plena Noite;Chuva;Curva
domingo;BA;Falta de Atencao Conducao;Colisao com objeto estatico;Com Vitimas Fatais;Plena Noite;Ceu Claro;Curva
domingo;MS;Ingestao de Alcool;Colisao com objeto estatico;Sem Vitimas;Plena Noite;Nublado;Reta
domingo;RJ;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Nublado;Reta
domingo;MG;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Curva
domingo;DF;Desobediencia nas normas de transito pelo condutor;Colisao lateral;Com Vitimas Feridas;Plena Noite;Nevoeiro/Neblina;Rotatoria
domingo;RO;Ingestao de Alcool;Colisao com objeto estatico;Com Vitimas Feridas;Plena Noite;Nublado;Reta
sabado;MG;Pista Escorregadia;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Nao Informado
domingo;MG;Ingestao de Alcool;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Ceu Claro;Intersecao de vias
domingo;SP;Falta de Atencao Conducao;Tombamento;Com Vitimas Feridas;Plena Noite;Chuva;Intersecao de vias
domingo;PR;Falta de Atencao Conducao;Capotamento;Com Vitimas Feridas;Plena Noite;Nublado;Reta
sabado;MG;Falta de Atencao Conducao;Colisao lateral;Sem Vitimas;Plena Noite;Vento;Curva
sabado;MG;Desobediencia nas normas de transito pelo condutor;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;Nao Informado
domingo;SC;Pista Escorregadia;Tombamento;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;PI;Velocidade Incompativel;Tombamento;Com Vitimas Feridas;Plena Noite;Nublado;Rotatoria
domingo;ES;Desobediencia nas normas de transito pelo condutor;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;MT;Ingestao de Alcool;Colisao traseira;Com Vitimas Feridas;Plena Noite;Nevoeiro/Neblina;Reta
domingo;SC;Ingestao de Alcool;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Nublado;Reta
domingo;SC;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Chuva;Reta
sabado;GO;Pista Escorregadia;Tombamento;Com Vitimas Feridas;Plena Noite;Ignorado;Reta
domingo;PB;Ingestao de Alcool;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Nublado;Reta
domingo;PR;Ingestao de Alcool;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;SC;Falta de Atencao Conducao;Colisao com objeto estatico;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;Desvio Temporario
sabado;PR;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;MS;Ingestao de Alcool;Colisao com objeto estatico;Com Vitimas Feridas;Plena Noite;Ceu Claro;Nao Informado
domingo;MS;Condutor Dormindo;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;RS;Ingestao de Alcool e/ou substancias psicoativas pelo pedestre;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Nublado;Curva
domingo;PE;Condutor Dormindo;Colisao com objeto estatico;Com Vitimas Feridas;Amanhecer;Nublado;Intersecao de vias
domingo;RJ;Ingestao de Alcool;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Nublado;Curva
domingo;MA;Ingestao de Alcool;Colisao traseira;Com Vitimas Feridas;Plena Noite;Chuva;Rotatoria
domingo;SC;Velocidade Incompativel;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Chuva;Curva
domingo;RS;Agressao Externa;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;Reta
domingo;MG;Condutor Dormindo;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Nublado;Viaduto
domingo;RS;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Amanhecer;Nublado;Reta
domingo;ES;Condutor Dormindo;Colisao com objeto estatico;Com Vitimas Feridas;Amanhecer;Ceu Claro;Reta
domingo;SC;Velocidade Incompativel;Tombamento;Com Vitimas Feridas;Amanhecer;Ceu Claro;Curva
domingo;SC;Ingestao de Alcool e/ou substancias psicoativas pelo pedestre;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Garoa/Chuvisco;Reta
domingo;RS;Falta de Atencao Conducao;Colisao com objeto estatico;Com Vitimas Feridas;Amanhecer;Ignorado;Reta
domingo;ES;Falta de Atencao Conducao;Colisao com objeto estatico;Sem Vitimas;Plena Noite;Nublado;Reta
domingo;RJ;Falta de Atencao Conducao;Colisao com objeto estatico;Com Vitimas Feridas;Amanhecer;Ceu Claro;Reta
domingo;SP;Condutor Dormindo;Colisao com objeto estatico;Sem Vitimas;Pleno dia;Chuva;Reta
domingo;PI;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;SC;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Nao Informado
quarta-feira;MG;Velocidade Incompativel;Saida de leito carrocavel;Sem Vitimas;Anoitecer;Chuva;Curva
domingo;SP;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;ES;Velocidade Incompativel;Tombamento;Sem Vitimas;Pleno dia;Ceu Claro;Nao Informado
domingo;PR;Ingestao de Substancias Psicoativas;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;SC;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Chuva;Reta
domingo;SC;Ingestao de Alcool;Saida de leito carrocavel;Com Vitimas Feridas;Amanhecer;Chuva;Reta
domingo;RJ;Falta de Atencao Conducao;Atropelamento de Animal;Com Vitimas Feridas;Amanhecer;Ceu Claro;Reta
domingo;PR;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Reta
domingo;DF;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;RO;Ingestao de Alcool;Colisao traseira;Com Vitimas Feridas;Amanhecer;Ceu Claro;Intersecao de vias
domingo;SC;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;RJ;Falta de Atencao Conducao;Colisao traseira;Sem Vitimas;Amanhecer;Ceu Claro;Reta
domingo;MG;Velocidade Incompativel;Colisao com objeto estatico;Sem Vitimas;Pleno dia;Nublado;Curva
domingo;SC;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Curva
sabado;RJ;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Plena Noite;Nublado;Reta
domingo;RJ;Condutor Dormindo;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Nublado;Reta
domingo;RN;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;GO;Nao guardar distancia de seguranca;Colisao lateral;Com Vitimas Feridas;Pleno dia;Nublado;Reta
domingo;RO;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Amanhecer;Ceu Claro;Reta
domingo;RS;Condutor Dormindo;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Garoa/Chuvisco;Reta
domingo;PE;Ingestao de Alcool;Colisao traseira;Sem Vitimas;Pleno dia;Ceu Claro;Reta
domingo;SP;Pista Escorregadia;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Desvio Temporario
domingo;MG;Velocidade Incompativel;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
domingo;PA;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Chuva;Reta
sabado;MG;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;RS;Ingestao de Alcool;Saida de leito carrocavel;Sem Vitimas;Amanhecer;Nublado;Reta
domingo;PR;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Amanhecer;Nublado;Curva
domingo;RS;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Reta
domingo;SP;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Sol;Rotatoria
domingo;PR;Ingestao de Substancias Psicoativas;Colisao com objeto estatico;Sem Vitimas;Pleno dia;Garoa/Chuvisco;Curva
domingo;CE;Defeito na Via;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Intersecao de vias
domingo;SC;Velocidade Incompativel;Colisao com objeto estatico;Com Vitimas Fatais;Pleno dia;Chuva;Curva
domingo;SC;Ingestao de Substancias Psicoativas;Capotamento;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;Curva
domingo;SP;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Curva
domingo;ES;Defeito Mecanico no Veiculo;Tombamento;Com Vitimas Feridas;Pleno dia;Sol;Reta
domingo;CE;Ingestao de Alcool;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;Reta
domingo;PR;Velocidade Incompativel;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Chuva;Curva
domingo;SP;Falta de Atencao Conducao;Colisao com objeto estatico;Sem Vitimas;Pleno dia;Nublado;Curva
domingo;MG;Velocidade Incompativel;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
domingo;MS;Ingestao de Alcool;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Nublado;Reta
domingo;SP;Falta de Atencao Conducao;Colisao com objeto estatico;Sem Vitimas;Pleno dia;Nublado;Reta
quarta-feira;BA;Pista Escorregadia;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
domingo;CE;Defeito na Via;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Nublado;Reta
domingo;GO;Defeito na Via;Colisao com objeto estatico;Sem Vitimas;Amanhecer;Ceu Claro;Reta
domingo;PR;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Fatais;Pleno dia;Chuva;Intersecao de vias
domingo;SP;Defeito Mecanico no Veiculo;Incendio;Sem Vitimas;Pleno dia;Ceu Claro;Reta
domingo;SP;Pista Escorregadia;Capotamento;Com Vitimas Feridas;Pleno dia;Chuva;Curva
domingo;RO;Ingestao de Alcool;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Ignorado;Rotatoria
domingo;DF;Velocidade Incompativel;Colisao com objeto estatico;Com Vitimas Fatais;Pleno dia;Ceu Claro;Reta
domingo;MG;Desobediencia nas normas de transito pelo condutor;Colisao lateral;Com Vitimas Feridas;Pleno dia;Sol;Reta
domingo;AP;Avarias e/ou desgaste excessivo no pneu;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Garoa/Chuvisco;Curva
domingo;SC;Pista Escorregadia;Colisao transversal;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Nao Informado
domingo;SC;Velocidade Incompativel;Capotamento;Com Vitimas Feridas;Pleno dia;Chuva;Curva
domingo;SC;Ingestao de Alcool;Colisao traseira;Com Vitimas Feridas;Pleno dia;Chuva;Reta
domingo;SP;Velocidade Incompativel;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Curva
domingo;MG;Desobediencia nas normas de transito pelo condutor;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Ceu Claro;Intersecao de vias
domingo;PB;Ingestao de Alcool;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;ES;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Fatais;Pleno dia;Ceu Claro;Intersecao de vias
domingo;SC;Falta de Atencao Conducao;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Chuva;Curva
domingo;PR;Fenomenos da Natureza;Colisao frontal;Com Vitimas Fatais;Pleno dia;Chuva;Curva
domingo;SC;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Curva
domingo;BA;Ingestao de Alcool;Colisao frontal;Com Vitimas Feridas;Pleno dia;Nublado;Intersecao de vias
domingo;PE;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Fatais;Pleno dia;Ceu Claro;Reta
domingo;RN;Desobediencia nas normas de transito pelo condutor;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
domingo;RJ;Falta de Atencao Conducao;Colisao com objeto estatico;Sem Vitimas;Pleno dia;Ceu Claro;Nao Informado
domingo;SC;Pista Escorregadia;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Chuva;Curva
domingo;BA;Ultrapassagem Indevida;Colisao frontal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
domingo;PE;Ingestao de Alcool;Colisao traseira;Com Vitimas Feridas;Pleno dia;Chuva;Reta
domingo;SP;Falta de Atencao Conducao;Colisao traseira;Sem Vitimas;Pleno dia;Ceu Claro;Reta
domingo;DF;Defeito Mecanico no Veiculo;Colisao traseira;Com Vitimas Feridas;Pleno dia;Chuva;Reta
domingo;MT;Ultrapassagem Indevida;Colisao lateral;Sem Vitimas;Pleno dia;Nublado;Nao Informado
domingo;RO;Defeito na Via;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;TO;Defeito na Via;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
domingo;SC;Falta de Atencao Conducao;Capotamento;Com Vitimas Feridas;Pleno dia;Nublado;Curva
domingo;PI;Falta de Atencao Conducao;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;GO;Pista Escorregadia;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Reta
domingo;MG;Ingestao de Alcool;Tombamento;Com Vitimas Feridas;Pleno dia;Sol;Nao Informado
domingo;RJ;Pista Escorregadia;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
domingo;PB;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Nublado;Curva
domingo;RO;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;ES;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Sol;Curva
domingo;MG;Velocidade Incompativel;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
domingo;MG;Defeito na Via;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;SP;Defeito Mecanico no Veiculo;Colisao com objeto em movimento;Sem Vitimas;Pleno dia;Ceu Claro;Reta
quinta-feira;RS;Condutor Dormindo;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Chuva;Reta
domingo;GO;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Reta
domingo;PR;Velocidade Incompativel;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Garoa/Chuvisco;Nao Informado
domingo;ES;Falta de Atencao Conducao;Colisao traseira;Sem Vitimas;Pleno dia;Sol;Reta
domingo;PR;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ignorado;Curva
domingo;DF;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;PR;Velocidade Incompativel;Colisao com objeto estatico;Sem Vitimas;Pleno dia;Chuva;Curva
domingo;RS;Ingestao de Alcool;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Reta
domingo;MG;Falta de Atencao Conducao;Colisao frontal;Com Vitimas Feridas;Pleno dia;Nublado;Ponte
domingo;PE;Ingestao de Alcool;Tombamento;Com Vitimas Feridas;Pleno dia;Nublado;Reta
domingo;PB;Nao guardar distancia de seguranca;Engavetamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;AP;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;Reta
domingo;RJ;Ingestao de Alcool;Colisao transversal;Sem Vitimas;Pleno dia;Ceu Claro;Reta
domingo;TO;Falta de Atencao Conducao;Tombamento;Com Vitimas Feridas;Pleno dia;Nublado;Reta
domingo;MG;Pista Escorregadia;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Reta
domingo;PR;Falta de Atencao Conducao;Colisao frontal;Sem Vitimas;Pleno dia;Garoa/Chuvisco;Reta
domingo;RN;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Curva
domingo;MG;Ingestao de Alcool;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;RN;Ultrapassagem Indevida;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;CE;Ingestao de Alcool;Saida de leito carrocavel;Com Vitimas Feridas;Anoitecer;Ceu Claro;Reta
domingo;RS;Ingestao de Alcool;Colisao transversal;Com Vitimas Feridas;Anoitecer;Nublado;Nao Informado
domingo;RJ;Velocidade Incompativel;Queda de ocupante de veiculo;Com Vitimas Feridas;Anoitecer;Ceu Claro;Curva
domingo;PE;Ingestao de Alcool;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;PE;Ingestao de Alcool;Colisao traseira;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;PE;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;MG;Defeito Mecanico no Veiculo;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
domingo;SE;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;MG;Ingestao de Alcool;Colisao traseira;Sem Vitimas;Pleno dia;Ceu Claro;Reta
domingo;MG;Ultrapassagem Indevida;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;MG;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Fatais;Anoitecer;Ceu Claro;Reta
domingo;SC;Pista Escorregadia;Capotamento;Com Vitimas Feridas;Anoitecer;Chuva;Curva
domingo;PE;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;GO;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;RS;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;RS;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;Reta
domingo;PI;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;Reta
domingo;PR;Desobediencia nas normas de transito pelo condutor;Saida de leito carrocavel;Com Vitimas Feridas;Anoitecer;Nublado;Reta
domingo;ES;Falta de Atencao Conducao;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;MG;Pista Escorregadia;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Ignorado;Reta
domingo;SC;Desobediencia nas normas de transito pelo condutor;Colisao traseira;Sem Vitimas;Plena Noite;Chuva;Reta
domingo;ES;Falta de Atencao Conducao;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Intersecao de vias
domingo;DF;Ingestao de Alcool;Colisao lateral;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;PE;Desobediencia nas normas de transito pelo condutor;Colisao frontal;Com Vitimas Fatais;Pleno dia;Ceu Claro;Curva
domingo;GO;Velocidade Incompativel;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Retorno Regulamentado
domingo;SC;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite;Chuva;Nao Informado
domingo;SC;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Chuva;Reta
domingo;SC;Velocidade Incompativel;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Chuva;Curva
domingo;BA;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Nublado;Reta
domingo;SC;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;PR;Ingestao de Alcool;Colisao transversal;Com Vitimas Feridas;Anoitecer;Chuva;Desvio Temporario
domingo;GO;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Nublado;Reta
sabado;SC;Falta de Atencao Conducao;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Chuva;Curva
domingo;PE;Falta de Atencao Conducao;Colisao frontal;Com Vitimas Feridas;Plena Noite;Nublado;Nao Informado
domingo;SP;Avarias e/ou desgaste excessivo no pneu;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;MS;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;PR;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;RS;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Intersecao de vias
domingo;RJ;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Anoitecer;Ceu Claro;Reta
domingo;RS;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;PB;Ingestao de Alcool;Colisao frontal;Com Vitimas Feridas;Plena Noite;Chuva;Intersecao de vias
domingo;PE;Ingestao de Alcool;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;Curva
domingo;BA;Velocidade Incompativel;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Curva
domingo;MG;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Nublado;Curva
domingo;PR;Ingestao de Alcool;Colisao transversal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;PR;Desobediencia nas normas de transito pelo condutor;Colisao com objeto estatico;Sem Vitimas;Plena Noite;Chuva;Reta
domingo;RO;Defeito na Via;Tombamento;Com Vitimas Feridas;Pleno dia;Sol;Nao Informado
sabado;PR;Ingestao de Alcool;Saida de leito carrocavel;Com Vitimas Fatais;Plena Noite;Chuva;Reta
domingo;RS;Ingestao de Alcool;Colisao frontal;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;Reta
domingo;RS;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Intersecao de vias
domingo;RS;Ingestao de Alcool;Colisao traseira;Com Vitimas Feridas;Plena Noite;Nublado;Curva
domingo;PR;Velocidade Incompativel;Tombamento;Sem Vitimas;Pleno dia;Nublado;Curva
domingo;PR;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Fatais;Plena Noite;Nublado;Nao Informado
domingo;SC;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;MT;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;SC;Falta de Atencao Conducao;Colisao traseira;Sem Vitimas;Plena Noite;Chuva;Nao Informado
domingo;PR;Animais na Pista;Capotamento;Com Vitimas Feridas;Pleno dia;Chuva;Reta
domingo;SP;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Plena Noite;Nublado;Reta
domingo;RJ;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Plena Noite;Nublado;Reta
domingo;MT;Ingestao de Alcool;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Chuva;Reta
domingo;RS;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Chuva;Nao Informado
domingo;RJ;Ingestao de Alcool;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;MG;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;RJ;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Plena Noite;Nublado;Reta
domingo;RJ;Defeito Mecanico no Veiculo;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;SP;Desobediencia nas normas de transito pelo condutor;Colisao frontal;Com Vitimas Feridas;Plena Noite;Chuva;Curva
domingo;SC;Ingestao de Alcool;Colisao frontal;Com Vitimas Feridas;Pleno dia;Chuva;Reta
domingo;MG;Defeito Mecanico no Veiculo;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;ES;Condutor Dormindo;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Ceu Claro;Reta
domingo;MG;Falta de Atencao Conducao;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Chuva;Nao Informado
domingo;MG;Desobediencia nas normas de transito pelo condutor;Colisao frontal;Com Vitimas Fatais;Plena Noite;Nublado;Reta
domingo;BA;Velocidade Incompativel;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Curva
