dia_semana;uf;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;condicao_metereologica;tracado_via
domingo;PE;Falta de Atencao Conducao;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Ignorado;Intersecao de vias
domingo;SC;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;BA;Desobediencia nas normas de transito pelo condutor;Colisao lateral;Sem Vitimas;Anoitecer;Chuva;Reta
domingo;MG;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;AL;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Chuva;Curva
domingo;MS;Ingestao de Alcool;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Nublado;Curva
domingo;PR;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite;Nublado;Intersecao de vias
domingo;SP;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Chuva;Viaduto
domingo;SC;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite;Nevoeiro/Neblina;Curva
domingo;MS;Ingestao de Alcool;Atropelamento de Pedestre;Com Vitimas Fatais;Plena Noite;Ceu Claro;Reta
domingo;SC;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;SC;Ingestao de Alcool;Colisao traseira;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;PI;Mal Subito;Colisao com objeto estatico;Com Vitimas Feridas;Plena Noite;Ceu Claro;Rotatoria
domingo;RN;Ingestao de Alcool;Tombamento;Com Vitimas Feridas;Plena Noite;Nublado;Curva
domingo;PR;Velocidade Incompativel;Capotamento;Com Vitimas Feridas;Plena Noite;Nublado;Reta
segunda-feira;RS;Ingestao de Alcool;Colisao frontal;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;Curva
domingo;MG;Falta de Atencao Conducao;Colisao com objeto estatico;Sem Vitimas;Plena Noite;Nublado;Reta
domingo;PR;Falta de Atencao Conducao;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Chuva;Curva
domingo;MG;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite;Nublado;Desvio Temporario
segunda-feira;PR;Desobediencia nas normas de transito pelo condutor;Colisao com objeto estatico;Sem Vitimas;Plena Noite;Chuva;Reta
segunda-feira;MG;Condutor Dormindo;Colisao frontal;Com Vitimas Fatais;Plena Noite;Ignorado;Reta
domingo;SC;Pista Escorregadia;Colisao traseira;Sem Vitimas;Plena Noite;Chuva;Reta
domingo;MG;Velocidade Incompativel;Colisao frontal;Com Vitimas Fatais;Pleno dia;Ceu Claro;Nao Informado
domingo;BA;Falta de Atencao Conducao;Colisao frontal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Curva
segunda-feira;ES;Condutor Dormindo;Colisao lateral;Com Vitimas Feridas;Plena Noite;Nublado;Nao Informado
segunda-feira;SC;Falta de Atencao Conducao;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Garoa/Chuvisco;Reta
segunda-feira;SP;Pista Escorregadia;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Chuva;Reta
segunda-feira;GO;Falta de Atencao Conducao;Colisao com objeto estatico;Sem Vitimas;Plena Noite;Ceu Claro;Ponte
domingo;MS;Ingestao de Alcool;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Chuva;Reta
segunda-feira;SP;Carga excessiva e/ou mal acondicionada;Tombamento;Com Vitimas Feridas;Plena Noite;Chuva;Curva
domingo;PI;Ingestao de Alcool;Colisao lateral;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;RJ;Falta de Atencao Conducao;Colisao com objeto estatico;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;SP;Nao guardar distancia de seguranca;Engavetamento;Com Vitimas Feridas;Plena Noite;Nublado;Reta
domingo;MG;Velocidade Incompativel;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Ceu Claro;Reta
domingo;GO;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite;Chuva;Reta
segunda-feira;SE;Pista Escorregadia;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Reta
domingo;BA;Condutor Dormindo;Colisao lateral;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;PR;Defeito Mecanico no Veiculo;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;BA;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;MS;Defeito Mecanico no Veiculo;Colisao frontal;Com Vitimas Fatais;Pleno dia;Ceu Claro;Reta
segunda-feira;BA;Ingestao de Alcool;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;Curva
segunda-feira;SC;Desobediencia nas normas de transito pelo condutor;Colisao traseira;Sem Vitimas;Pleno dia;Nublado;Reta
segunda-feira;SC;Nao guardar distancia de seguranca;Colisao transversal;Sem Vitimas;Amanhecer;Nublado;Reta
segunda-feira;CE;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Nublado;Reta
segunda-feira;MG;Falta de Atencao Conducao;Capotamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;ES;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Sol;Reta
segunda-feira;RJ;Falta de Atencao Conducao;Colisao com objeto estatico;Com Vitimas Fatais;Amanhecer;Nublado;Reta
segunda-feira;RJ;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;MG;Condutor Dormindo;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Nublado;Nao Informado
segunda-feira;SC;Velocidade Incompativel;Colisao com objeto estatico;Sem Vitimas;Pleno dia;Ceu Claro;Reta
quinta-feira;RJ;Defeito na Via;Capotamento;Com Vitimas Feridas;Pleno dia;Sol;Reta
segunda-feira;GO;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;Reta
segunda-feira;SP;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;DF;Condutor Dormindo;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
segunda-feira;RJ;Defeito Mecanico no Veiculo;Incendio;Sem Vitimas;Pleno dia;Sol;Reta
segunda-feira;MG;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Reta
domingo;PR;Defeito Mecanico no Veiculo;Tombamento;Sem Vitimas;Pleno dia;Ceu Claro;Curva
segunda-feira;SE;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Chuva;Reta
domingo;BA;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Plena Noite;Nublado;Reta
segunda-feira;SP;Falta de Atencao Conducao;Engavetamento;Sem Vitimas;Pleno dia;Chuva;Reta
segunda-feira;MG;Condutor Dormindo;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Curva
segunda-feira;MS;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Amanhecer;Ceu Claro;Reta
segunda-feira;MG;Animais na Pista;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
segunda-feira;SP;Falta de Atencao Conducao;Engavetamento;Com Vitimas Feridas;Pleno dia;Chuva;Reta
segunda-feira;BA;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;RJ;Velocidade Incompativel;Capotamento;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;Curva
segunda-feira;PR;Velocidade Incompativel;Capotamento;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Curva
segunda-feira;SE;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;RN;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;GO;Ingestao de Alcool;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;Reta
quinta-feira;RJ;Ingestao de Alcool;Colisao frontal;Sem Vitimas;Plena Noite;Ceu Claro;Reta
segunda-feira;CE;Falta de Atencao Conducao;Colisao traseira;Sem Vitimas;Pleno dia;Garoa/Chuvisco;Reta
segunda-feira;BA;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Fatais;Pleno dia;Ceu Claro;Reta
segunda-feira;RJ;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Sol;Intersecao de vias
segunda-feira;ES;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;RJ;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;RS;Nao guardar distancia de seguranca;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
sabado;PB;Velocidade Incompativel;Colisao traseira;Com Vitimas Feridas;Pleno dia;Sol;Nao Informado
segunda-feira;PB;Falta de Atencao Conducao;Colisao lateral;Sem Vitimas;Pleno dia;Ceu Claro;Reta
segunda-feira;MG;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Fatais;Plena Noite;Ceu Claro;Reta
segunda-feira;PR;Velocidade Incompativel;Capotamento;Com Vitimas Feridas;Pleno dia;Nublado;Reta
segunda-feira;SP;Falta de Atencao Conducao;Colisao traseira;Sem Vitimas;Pleno dia;Nublado;Reta
sexta-feira;PR;Pista Escorregadia;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Ignorado;Desvio Temporario
segunda-feira;SC;Falta de Atencao Conducao;Capotamento;Com Vitimas Feridas;Pleno dia;Chuva;Curva
segunda-feira;RN;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;PR;Velocidade Incompativel;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Chuva;Curva
segunda-feira;MG;Desobediencia nas normas de transito pelo condutor;Colisao lateral;Com Vitimas Feridas;Pleno dia;Sol;Reta
segunda-feira;BA;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;Reta
segunda-feira;MG;Condutor Dormindo;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Sol;Nao Informado
segunda-feira;MG;Velocidade Incompativel;Colisao lateral;Com Vitimas Feridas;Pleno dia;Chuva;Curva
segunda-feira;MG;Defeito Mecanico no Veiculo;Colisao lateral;Com Vitimas Feridas;Pleno dia;Sol;Reta
segunda-feira;SP;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Chuva;Reta
segunda-feira;MT;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;SP;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Reta
segunda-feira;BA;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;MG;Defeito na Via;Saida de leito carrocavel;Com Vitimas Fatais;Pleno dia;Chuva;Nao Informado
segunda-feira;PR;Velocidade Incompativel;Capotamento;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Curva
segunda-feira;RN;Falta de Atencao Conducao;Colisao lateral;Sem Vitimas;Pleno dia;Ceu Claro;Reta
quinta-feira;SC;Ingestao de Alcool;Colisao traseira;Com Vitimas Feridas;Plena Noite;Nublado;Intersecao de vias
quarta-feira;PR;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;PI;Falta de Atencao Conducao;Colisao com objeto em movimento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;ES;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
segunda-feira;RJ;Mal Subito;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
segunda-feira;GO;Desobediencia nas normas de transito pelo condutor;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;PR;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Fatais;Pleno dia;Sol;Reta
terca-feira;SP;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Fatais;Pleno dia;Garoa/Chuvisco;Curva
segunda-feira;GO;Desobediencia nas normas de transito pelo condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;Reta
segunda-feira;RS;Falta de Atencao Conducao;Colisao traseira;Sem Vitimas;Pleno dia;Ceu Claro;Reta
segunda-feira;SP;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Nublado;Reta
segunda-feira;PB;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Intersecao de vias
segunda-feira;PE;Defeito na Via;Colisao lateral;Sem Vitimas;Pleno dia;Ceu Claro;Nao Informado
segunda-feira;RO;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Intersecao de vias
segunda-feira;AL;Falta de Atencao Conducao;Colisao frontal;Com Vitimas Fatais;Pleno dia;Chuva;Reta
segunda-feira;RN;Ingestao de Alcool;Colisao frontal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quinta-feira;MG;Animais na Pista;Atropelamento de Animal;Com Vitimas Feridas;Plena Noite;Nublado;Curva
segunda-feira;RO;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;Reta
segunda-feira;PI;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;PR;Nao guardar distancia de seguranca;Colisao traseira;Sem Vitimas;Pleno dia;Nublado;Reta
segunda-feira;SP;Velocidade Incompativel;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Nublado;Intersecao de vias
segunda-feira;ES;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;SC;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Nublado;Reta
segunda-feira;MG;Pista Escorregadia;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Reta
segunda-feira;RJ;Avarias e/ou desgaste excessivo no pneu;Colisao transversal;Com Vitimas Feridas;Pleno dia;Chuva;Reta
segunda-feira;RJ;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Nublado;Nao Informado
segunda-feira;SC;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Fatais;Pleno dia;Nublado;Reta
segunda-feira;MG;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Sol;Reta
segunda-feira;RJ;Condutor Dormindo;Colisao traseira;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Reta
domingo;GO;Defeito na Via;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;MG;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
segunda-feira;PR;Falta de Atencao Conducao;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Ceu Claro;Desvio Temporario
segunda-feira;MT;Restricao de Visibilidade;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Reta
segunda-feira;SC;Desobediencia nas normas de transito pelo condutor;Tombamento;Com Vitimas Feridas;Pleno dia;Chuva;Reta
segunda-feira;SC;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;PA;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;Reta
quinta-feira;MT;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Reta
segunda-feira;SC;Pista Escorregadia;Tombamento;Com Vitimas Feridas;Pleno dia;Chuva;Reta
segunda-feira;MG;Nao guardar distancia de seguranca;Engavetamento;Com Vitimas Feridas;Pleno dia;Chuva;Curva
segunda-feira;SP;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Chuva;Reta
domingo;MS;Condutor Dormindo;Queda de ocupante de veiculo;Com Vitimas Feridas;Anoitecer;Ceu Claro;Rotatoria
segunda-feira;MG;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Chuva;Nao Informado
segunda-feira;SC;Ultrapassagem Indevida;Colisao traseira;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Reta
segunda-feira;RJ;Pista Escorregadia;Tombamento;Com Vitimas Feridas;Pleno dia;Chuva;Nao Informado
segunda-feira;PE;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
segunda-feira;RJ;Pista Escorregadia;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Curva
segunda-feira;RS;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;Rotatoria
segunda-feira;MG;Velocidade Incompativel;Colisao frontal;Com Vitimas Feridas;Pleno dia;Chuva;Nao Informado
segunda-feira;PR;Velocidade Incompativel;Capotamento;Com Vitimas Feridas;Pleno dia;Chuva;Curva
segunda-feira;RS;Defeito Mecanico no Veiculo;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;SC;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Anoitecer;Ceu Claro;Reta
segunda-feira;MT;Animais na Pista;Atropelamento de Animal;Com Vitimas Feridas;Plena Noite;Ignorado;Reta
segunda-feira;BA;Defeito Mecanico no Veiculo;Tombamento;Com Vitimas Feridas;Anoitecer;Ceu Claro;Reta
segunda-feira;GO;Velocidade Incompativel;Colisao traseira;Com Vitimas Feridas;Anoitecer;Ceu Claro;Reta
segunda-feira;RS;Defeito Mecanico no Veiculo;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;MA;Desobediencia nas normas de transito pelo condutor;Colisao frontal;Com Vitimas Feridas;Plena Noite;Chuva;Curva
segunda-feira;CE;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;MG;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Nublado;Reta
segunda-feira;SC;Defeito Mecanico no Veiculo;Tombamento;Com Vitimas Feridas;Pleno dia;Nublado;Reta
segunda-feira;RJ;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Amanhecer;Garoa/Chuvisco;Curva
segunda-feira;CE;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;SE;Falta de Atencao Conducao;Colisao com objeto estatico;Com Vitimas Feridas;Plena Noite;Ceu Claro;Nao Informado
segunda-feira;PA;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
segunda-feira;DF;Desobediencia nas normas de transito pelo condutor;Colisao lateral;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;Reta
segunda-feira;MG;Desobediencia nas normas de transito pelo condutor;Colisao traseira;Com Vitimas Feridas;Plena Noite;Chuva;Reta
segunda-feira;PR;Ingestao de Alcool;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Intersecao de vias
segunda-feira;PR;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Reta
segunda-feira;PR;Ingestao de Alcool;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;RO;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;MG;Defeito Mecanico no Veiculo;Capotamento;Com Vitimas Feridas;Pleno dia;Chuva;Reta
segunda-feira;RO;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Anoitecer;Nublado;Reta
segunda-feira;RS;Ingestao de Alcool;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
segunda-feira;MT;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Sem Vitimas;Plena Noite;Nublado;Reta
segunda-feira;PE;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Chuva;Reta
segunda-feira;MG;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;SC;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Anoitecer;Ceu Claro;Curva
segunda-feira;RJ;Falta de Atencao Conducao;Capotamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;MT;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Ceu Claro;Rotatoria
segunda-feira;MG;Ingestao de Alcool;Colisao frontal;Com Vitimas Feridas;Plena Noite;Nublado;Nao Informado
segunda-feira;CE;Ultrapassagem Indevida;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Ceu Claro;Reta
segunda-feira;PR;Nao guardar distancia de seguranca;Engavetamento;Com Vitimas Feridas;Anoitecer;Chuva;Nao Informado
segunda-feira;SP;Velocidade Incompativel;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Chuva;Curva
segunda-feira;PR;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Nao Informado
segunda-feira;MT;Desobediencia nas normas de transito pelo condutor;Colisao lateral;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;MG;Animais na Pista;Atropelamento de Animal;Com Vitimas Feridas;Plena Noite;Nublado;Curva
segunda-feira;RS;Ingestao de Alcool;Colisao transversal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;SC;Falta de Atencao Conducao;Colisao frontal;Com Vitimas Feridas;Plena Noite;Nublado;Nao Informado
segunda-feira;ES;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;MT;Animais na Pista;Atropelamento de Animal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Nao Informado
segunda-feira;RJ;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite;Chuva;Reta
segunda-feira;SP;Falta de Atencao Conducao;Engavetamento;Com Vitimas Feridas;Plena Noite;Chuva;Reta
quinta-feira;PE;Animais na Pista;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Ignorado;Nao Informado
segunda-feira;MG;Nao guardar distancia de seguranca;Colisao traseira;Sem Vitimas;Anoitecer;Chuva;Reta
segunda-feira;MG;Agressao Externa;Tombamento;Sem Vitimas;Plena Noite;Chuva;Nao Informado
segunda-feira;RS;Condutor Dormindo;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;SP;Restricao de Visibilidade;Capotamento;Com Vitimas Feridas;Plena Noite;Chuva;Ponte
